"","country","continent","year","lifeExp","pop","gdpPercap","incr_lifeexp"
"413","Somalia","Africa",1997,43.795,6633514,930.5964284,10.817
"414","Somalia","Africa",2007,48.159,9118773,926.1410683,15.181
"415","South Africa","Africa",1957,47.985,16151549,5487.104219,2.976
"416","South Africa","Africa",1967,51.927,20997321,7114.477971,6.918
"417","South Africa","Africa",1977,55.527,27129932,8028.651439,10.518
"418","South Africa","Africa",1987,60.834,35933379,7825.823398,15.825
"419","South Africa","Africa",1997,60.236,42835005,7479.188244,15.227
"420","South Africa","Africa",2007,49.339,43997828,9269.657808,4.33
"421","Sri Lanka","Asia",1952,57.593,7982342,1083.53203,0
"422","Sri Lanka","Asia",1962,62.192,10421936,1074.47196,4.599
"423","Sri Lanka","Asia",1972,65.042,13016733,1213.39553,7.449
"424","Sri Lanka","Asia",1982,68.757,15410151,1648.079789,11.164
"425","Sri Lanka","Asia",1992,70.379,17587060,2153.739222,12.786
"426","Sri Lanka","Asia",2002,70.815,19576783,3015.378833,13.222
"427","Sudan","Africa",1957,39.624,9753392,1770.337074,0.989000000000004
"428","Sudan","Africa",1967,42.858,12716129,1687.997641,4.223
"429","Sudan","Africa",1977,47.8,17104986,2202.988423,9.165
"430","Sudan","Africa",1987,51.744,24725960,1507.819159,13.109
"431","Sudan","Africa",1997,55.373,32160729,1632.210764,16.738
"432","Sudan","Africa",2007,58.556,42292929,2602.394995,19.921
"433","Swaziland","Africa",1957,43.424,326741,1244.708364,2.017
"434","Swaziland","Africa",1967,46.633,420690,2613.101665,5.22600000000001
"435","Swaziland","Africa",1977,52.537,551425,3781.410618,11.13
"436","Swaziland","Africa",1987,57.678,779348,3984.839812,16.271
"437","Swaziland","Africa",1997,54.289,1054486,3876.76846,12.882
"438","Swaziland","Africa",2007,39.613,1133066,4513.480643,-1.794
"439","Syria","Asia",1952,45.883,3661549,1643.485354,0
"440","Syria","Asia",1962,50.305,4834621,2193.037133,4.422
"441","Syria","Asia",1972,57.296,6701172,2571.423014,11.413
"442","Syria","Asia",1982,64.59,9410494,3761.837715,18.707
"443","Syria","Asia",1992,69.249,13219062,3340.542768,23.366
"444","Syria","Asia",2002,73.053,17155814,4090.925331,27.17
"445","Taiwan","Asia",1952,58.5,8550362,1206.947913,0
"446","Taiwan","Asia",1962,65.2,11918938,1822.879028,6.7
"447","Taiwan","Asia",1972,69.39,15226039,4062.523897,10.89
"448","Taiwan","Asia",1982,72.16,18501390,7426.354774,13.66
"449","Taiwan","Asia",1992,74.26,20686918,15215.6579,15.76
"450","Taiwan","Asia",2002,76.99,22454239,23235.42329,18.49
"451","Tanzania","Africa",1957,42.974,9452826,698.5356073,1.75899999999999
"452","Tanzania","Africa",1967,45.757,12607312,848.2186575,4.54199999999999
"453","Tanzania","Africa",1977,49.919,17129565,962.4922932,8.70399999999999
"454","Tanzania","Africa",1987,51.535,23040630,831.8220794,10.32
"455","Tanzania","Africa",1997,48.466,30686889,789.1862231,7.251
"456","Tanzania","Africa",2007,52.517,38139640,1107.482182,11.302
"457","Thailand","Asia",1952,50.848,21289402,757.7974177,0
"458","Thailand","Asia",1962,56.061,29263397,1002.199172,5.213
"459","Thailand","Asia",1972,60.405,39276153,1524.358936,9.557
"460","Thailand","Asia",1982,64.597,48827160,2393.219781,13.749
"461","Thailand","Asia",1992,67.298,56667095,4616.896545,16.45
"462","Thailand","Asia",2002,68.564,62806748,5913.187529,17.716
"463","Togo","Africa",1957,41.208,1357445,925.9083202,2.612
"464","Togo","Africa",1967,46.769,1735550,1477.59676,8.173
"465","Togo","Africa",1977,52.887,2308582,1532.776998,14.291
"466","Togo","Africa",1987,56.941,3154264,1202.201361,18.345
"467","Togo","Africa",1997,58.39,4320890,982.2869243,19.794
"468","Togo","Africa",2007,58.42,5701579,882.9699438,19.824
"469","Tunisia","Africa",1957,47.1,3950849,1395.232468,2.5
"470","Tunisia","Africa",1967,52.053,4786986,1932.360167,7.453
"471","Tunisia","Africa",1977,59.837,6005061,3120.876811,15.237
"472","Tunisia","Africa",1987,66.894,7724976,3810.419296,22.294
"473","Tunisia","Africa",1997,71.973,9231669,4876.798614,27.373
"474","Tunisia","Africa",2007,73.923,10276158,7092.923025,29.323
"475","Uganda","Africa",1957,42.571,6675501,774.3710692,2.593
"476","Uganda","Africa",1967,48.051,8900294,908.9185217,8.073
"477","Uganda","Africa",1977,50.35,11457758,843.7331372,10.372
"478","Uganda","Africa",1987,51.509,15283050,617.7244065,11.531
"479","Uganda","Africa",1997,44.578,21210254,816.559081,4.6
"480","Uganda","Africa",2007,51.542,29170398,1056.380121,11.564
"481","Vietnam","Asia",1952,40.412,26246839,605.0664917,0
"482","Vietnam","Asia",1962,45.363,33796140,772.0491602,4.951
"483","Vietnam","Asia",1972,50.254,44655014,699.5016441,9.842
"484","Vietnam","Asia",1982,58.816,56142181,707.2357863,18.404
"485","Vietnam","Asia",1992,67.662,69940728,989.0231487,27.25
"486","Vietnam","Asia",2002,73.017,80908147,1764.456677,32.605
"487","West Bank and Gaza","Asia",1952,43.16,1030585,1515.592329,0
"488","West Bank and Gaza","Asia",1962,48.127,1133134,2198.956312,4.96700000000001
"489","West Bank and Gaza","Asia",1972,56.532,1089572,3133.409277,13.372
"490","West Bank and Gaza","Asia",1982,64.406,1425876,4336.032082,21.246
"491","West Bank and Gaza","Asia",1992,69.718,2104779,6017.654756,26.558
"492","West Bank and Gaza","Asia",2002,72.37,3389578,4515.487575,29.21
"493","Yemen, Rep.","Asia",1952,32.548,4963829,781.7175761,0
"494","Yemen, Rep.","Asia",1962,35.18,6120081,825.6232006,2.632
"495","Yemen, Rep.","Asia",1972,39.848,7407075,1265.047031,7.3
"496","Yemen, Rep.","Asia",1982,49.113,9657618,1977.55701,16.565
"497","Yemen, Rep.","Asia",1992,55.599,13367997,1879.496673,23.051
"498","Yemen, Rep.","Asia",2002,60.308,18701257,2234.820827,27.76
"499","Zambia","Africa",1957,44.077,3016000,1311.956766,2.039
"500","Zambia","Africa",1967,47.768,3900000,1777.077318,5.73
"501","Zambia","Africa",1977,51.386,5216550,1588.688299,9.34800000000001
"502","Zambia","Africa",1987,50.821,7272406,1213.315116,8.783
"503","Zambia","Africa",1997,40.238,9417789,1071.353818,-1.8
"504","Zambia","Africa",2007,42.384,11746035,1271.211593,0.346000000000004
"505","Zimbabwe","Africa",1957,50.469,3646340,518.7642681,2.018
"506","Zimbabwe","Africa",1967,53.995,4995432,569.7950712,5.544
"507","Zimbabwe","Africa",1977,57.674,6642107,685.5876821,9.223
"508","Zimbabwe","Africa",1987,62.351,9216418,706.1573059,13.9
"509","Zimbabwe","Africa",1997,46.809,11404948,792.4499603,-1.642
"510","Zimbabwe","Africa",2007,43.487,12311143,469.7092981,-4.964
